term,Negative freq,Plot freq,Positive freq,score,cnt,logcnt
numbers,19,1,4,-0.11567821491485614,23,4.523561956057013
gosling,0,1,1,0.007574867880211391,1,0.0
psychological,10,1,10,-0.0006459189665296572,20,4.321928094887363
dancing,2,1,4,0.015091015854374633,6,2.584962500721156
greek,3,4,8,0.03793305930710511,11,3.4594316186372978
think,27,4,18,-0.07034644744568411,45,5.491853096329675
computer,8,6,3,-0.03869641808573107,11,3.4594316186372978
fool,3,1,2,-0.007868467410452145,5,2.321928094887362
miller,1,1,1,-0.0001174398120963021,2,1.0
belt,2,1,2,-0.00017615971814445228,4,2.0
wasp,0,1,1,0.007574867880211391,1,0.0
again,22,1,18,-0.03188490898414564,40,5.321928094887363
ian,1,3,1,-0.0001174398120963021,2,1.0
date,6,2,6,-0.00041103934233705647,12,3.5849625007211565
prize,1,1,2,0.0075161479741632405,3,1.5849625007211563
apply,2,1,3,0.0074574280681150885,5,2.321928094887362
move,5,2,3,-0.01561949500880799,8,3.0
wanting,1,2,1,-0.0001174398120963021,2,1.0
overcome,3,1,4,0.00739870816206694,7,2.807354922057604
cameras,1,2,0,-0.007751027598355844,1,0.0
test,6,3,1,-0.03857897827363477,7,2.807354922057604
1,1,3,1,-0.0001174398120963021,2,1.0
whilst,0,1,1,0.007574867880211391,1,0.0
morality,3,1,4,0.00739870816206694,7,2.807354922057604
filmed,5,1,2,-0.02325308279506753,7,2.807354922057604
dies,1,3,0,-0.007751027598355844,1,0.0
danny,2,1,0,-0.015443335290663537,2,1.0
watched,3,1,2,-0.007868467410452145,5,2.321928094887362
blood,3,3,10,0.05320023487962419,13,3.700439718141092
tidal,2,1,0,-0.015443335290663537,2,1.0
reflects,1,1,1,-0.0001174398120963021,2,1.0
dominated,1,1,1,-0.0001174398120963021,2,1.0
shift,1,1,0,-0.007751027598355844,1,0.0
concert,3,1,4,0.00739870816206694,7,2.807354922057604
intimacy,1,1,1,-0.0001174398120963021,2,1.0
nature,2,1,5,0.022724603640634174,7,2.807354922057604
digital,6,1,6,-0.00041103934233705647,12,3.5849625007211565
visually,9,1,7,-0.015854374633000594,16,4.0
extremes,1,1,1,-0.0001174398120963021,2,1.0
cinematic,21,1,21,-0.0012918379330593144,42,5.392317422778761
images,2,1,7,0.037991779213153255,9,3.1699250014423126
rise,0,1,3,0.022842043452730474,3,1.5849625007211563
mesmerizing,0,1,4,0.03047563123899002,4,2.0
spectacle,2,1,9,0.053258954785672344,11,3.4594316186372978
unique,0,1,10,0.07627715795654727,10,3.3219280948873626
everyday,0,1,6,0.0457428068115091,6,2.584962500721156
synthetic,1,2,1,-0.0001174398120963021,2,1.0
wave,4,1,3,-0.007927187316500297,7,2.807354922057604
visuals,1,1,5,0.030416911332941866,6,2.584962500721156
brass,0,1,2,0.015208455666470933,2,1.0
bullet,1,1,0,-0.007751027598355844,1,0.0
stalls,0,1,1,0.007574867880211391,1,0.0
constantly,1,2,4,0.022783323546682326,5,2.321928094887362
sometimes,14,2,28,0.10598943041691133,42,5.392317422778761
close,13,2,9,-0.031356429829712276,22,4.459431618637297
stray,0,1,1,0.007574867880211391,1,0.0
evidence,4,3,0,-0.030827950675278923,4,2.0
body,3,3,3,-0.0002348796241926042,6,2.584962500721156
protective,0,2,1,0.007574867880211391,1,0.0
narc,3,2,8,0.03793305930710511,11,3.4594316186372978
bits,10,1,2,-0.061714621256606,12,3.5849625007211565
reads,1,2,0,-0.007751027598355844,1,0.0
d,20,1,17,-0.024133881385789785,37,5.20945336562895
handed,10,1,2,-0.061714621256606,12,3.5849625007211565
point,23,1,9,-0.1082795067527892,32,5.0
heavy,21,2,7,-0.10816206694069291,28,4.807354922057604
scrutiny,0,1,1,0.007574867880211391,1,0.0
auto,3,1,5,0.015032295948326481,8,3.0
dead,15,6,10,-0.03910745742806812,25,4.643856189774724
digs,0,1,3,0.022842043452730474,3,1.5849625007211563
blond,1,1,0,-0.007751027598355844,1,0.0
acting,27,2,26,-0.009277745155607753,53,5.7279204545632
private,5,4,2,-0.02325308279506753,7,2.807354922057604
pulled,2,1,0,-0.015443335290663537,2,1.0
delicate,1,1,3,0.015149735760422781,4,2.0
fancy,3,1,0,-0.02313564298297123,3,1.5849625007211563
administration,0,1,1,0.007574867880211391,1,0.0
nurses,1,1,0,-0.007751027598355844,1,0.0
hills,1,1,0,-0.007751027598355844,1,0.0
attempted,1,1,1,-0.0001174398120963021,2,1.0
puts,4,3,5,0.007339988256018788,9,3.1699250014423126
mom,2,1,1,-0.007809747504403995,3,1.5849625007211563
nickleby,3,1,6,0.022665883734586022,9,3.1699250014423126
separate,0,2,2,0.015208455666470933,2,1.0
venture,0,1,2,0.015208455666470933,2,1.0
enjoy,14,1,18,0.0296535525543159,32,5.0
cruel,2,1,2,-0.00017615971814445228,4,2.0
ralph,2,2,2,-0.00017615971814445228,4,2.0
nicholas,4,5,6,0.014973576042278329,10,3.3219280948873626
seek,0,3,1,0.007574867880211391,1,0.0
exploit,2,1,1,-0.007809747504403995,3,1.5849625007211563
feel,30,1,35,0.03634762184380505,65,6.022367813028454
develops,2,3,1,-0.007809747504403995,3,1.5849625007211563
photography,2,1,3,0.0074574280681150885,5,2.321928094887362
knowledge,2,1,0,-0.015443335290663537,2,1.0
expose,2,1,0,-0.015443335290663537,2,1.0
mart,2,1,0,-0.015443335290663537,2,1.0
development,2,1,4,0.015091015854374633,6,2.584962500721156
vast,2,1,1,-0.007809747504403995,3,1.5849625007211563
sy,0,3,2,0.015208455666470933,2,1.0
photo,1,1,6,0.03805049911920141,7,2.807354922057604
cost,1,1,1,-0.0001174398120963021,2,1.0
stanford,1,2,1,-0.0001174398120963021,2,1.0
orange,2,1,5,0.022724603640634174,7,2.807354922057604
lengths,0,1,1,0.007574867880211391,1,0.0
fit,7,2,7,-0.0004697592483852084,14,3.8073549220576037
surfer,1,1,2,0.0075161479741632405,3,1.5849625007211563
starting,1,2,2,0.0075161479741632405,3,1.5849625007211563
county,1,2,4,0.022783323546682326,5,2.321928094887362
loser,1,1,0,-0.007751027598355844,1,0.0
fighting,4,2,1,-0.023194362889019382,5,2.321928094887362
hide,5,1,2,-0.02325308279506753,7,2.807354922057604
designed,9,1,3,-0.046388725778038764,12,3.5849625007211565
panic,1,1,3,0.015149735760422781,4,2.0
hidden,1,1,3,0.015149735760422781,4,2.0
fairy,3,4,2,-0.007868467410452145,5,2.321928094887362
curious,0,1,1,0.007574867880211391,1,0.0
blue,12,1,13,0.00687022900763358,25,4.643856189774724
wooden,6,1,0,-0.04621256605989431,6,2.584962500721156
puppet,2,1,0,-0.015443335290663537,2,1.0
rival,0,1,1,0.007574867880211391,1,0.0
discovery,2,2,1,-0.007809747504403995,3,1.5849625007211563
shadow,2,1,1,-0.007809747504403995,3,1.5849625007211563
belonged,1,1,0,-0.007751027598355844,1,0.0
question,8,2,5,-0.023429242513211983,13,3.700439718141092
maud,0,1,1,0.007574867880211391,1,0.0
difficult,7,1,6,-0.00810334703464475,13,3.700439718141092
aid,2,2,1,-0.007809747504403995,3,1.5849625007211563
michell,4,2,1,-0.023194362889019382,5,2.321928094887362
roland,0,2,1,0.007574867880211391,1,0.0
expert,1,1,1,-0.0001174398120963021,2,1.0
wolfe,0,1,1,0.007574867880211391,1,0.0
textbook,2,1,1,-0.007809747504403995,3,1.5849625007211563
humanity,2,1,7,0.037991779213153255,9,3.1699250014423126
challenged,1,2,0,-0.007751027598355844,1,0.0
pumpkin,6,3,3,-0.023311802701115682,9,3.1699250014423126
games,3,1,3,-0.0002348796241926042,6,2.584962500721156
athletes,1,1,1,-0.0001174398120963021,2,1.0
sorority,5,2,3,-0.01561949500880799,8,3.0
mentally,2,1,0,-0.015443335290663537,2,1.0
seen,26,3,31,0.03658250146799763,57,5.832890014164742
touches,2,1,2,-0.00017615971814445228,4,2.0
horror,18,1,14,-0.031650029359953036,32,5.0
alpha,2,1,0,-0.015443335290663537,2,1.0
clarity,0,1,1,0.007574867880211391,1,0.0
terrified,0,1,1,0.007574867880211391,1,0.0
adam,5,1,4,-0.007985907222548445,9,3.1699250014423126
sandler,7,1,11,0.030064591896652962,18,4.169925001442312
kept,4,1,1,-0.023194362889019382,5,2.321928094887362
abuse,4,1,0,-0.030827950675278923,4,2.0
fall,4,1,3,-0.007927187316500297,7,2.807354922057604
unable,1,1,0,-0.007751027598355844,1,0.0
workers,0,1,1,0.007574867880211391,1,0.0
step,4,1,4,-0.00029359953024075264,8,3.0
landscape,3,1,3,-0.0002348796241926042,6,2.584962500721156
referred,2,1,0,-0.015443335290663537,2,1.0
mothers,0,1,1,0.007574867880211391,1,0.0
molly,0,2,2,0.015208455666470933,2,1.0
daring,3,1,7,0.030299471520845563,10,3.3219280948873626
500,0,2,1,0.007574867880211391,1,0.0
ahead,2,2,5,0.022724603640634174,7,2.807354922057604
across,6,4,3,-0.023311802701115682,9,3.1699250014423126
domestic,4,2,1,-0.023194362889019382,5,2.321928094887362
survive,3,3,2,-0.007868467410452145,5,2.321928094887362
rabbit,1,2,5,0.030416911332941866,6,2.584962500721156
guide,1,1,1,-0.0001174398120963021,2,1.0
miles,0,2,2,0.015208455666470933,2,1.0
generations,1,1,3,0.015149735760422781,4,2.0
fence,3,2,7,0.030299471520845563,10,3.3219280948873626
grit,1,1,0,-0.007751027598355844,1,0.0
determination,1,2,4,0.022783323546682326,5,2.321928094887362
proof,4,2,6,0.014973576042278329,10,3.3219280948873626
today,5,1,9,0.030182031708749266,14,3.8073549220576037
impossible,9,1,9,-0.0005871990604815053,18,4.169925001442312
ingenuity,2,1,0,-0.015443335290663537,2,1.0
spirited,3,3,4,0.00739870816206694,7,2.807354922057604
cousin,1,1,1,-0.0001174398120963021,2,1.0
denied,2,1,0,-0.015443335290663537,2,1.0
none,16,2,5,-0.08496770405167353,21,4.392317422778761
fatal,12,1,2,-0.07709923664122138,14,3.8073549220576037
above,6,1,22,0.1217263652378156,28,4.807354922057604
asks,2,1,4,0.015091015854374633,6,2.584962500721156
lecter,1,4,1,-0.0001174398120963021,2,1.0
problem,20,3,4,-0.12337052260716383,24,4.584962500721157
norton,1,1,4,0.022783323546682326,5,2.321928094887362
image,2,1,3,0.0074574280681150885,5,2.321928094887362
tangled,0,1,1,0.007574867880211391,1,0.0
pure,5,1,14,0.06834997064004697,19,4.247927513443585
dragon,1,1,13,0.0914856136230182,14,3.8073549220576037
marked,0,1,2,0.015208455666470933,2,1.0
atrocious,1,1,0,-0.007751027598355844,1,0.0
nemesis,5,1,3,-0.01561949500880799,8,3.0
graham,0,7,3,0.022842043452730474,3,1.5849625007211563
tooth,1,3,1,-0.0001174398120963021,2,1.0
sacrificing,0,1,1,0.007574867880211391,1,0.0
hannibal,2,4,6,0.030358191426893714,8,3.0
3,4,2,1,-0.023194362889019382,5,2.321928094887362
red,3,1,12,0.06846741045214327,15,3.9068905956085187
scars,0,1,2,0.015208455666470933,2,1.0
weeks,2,1,4,0.015091015854374633,6,2.584962500721156
exciting,10,1,9,-0.008279506752789198,19,4.247927513443585
century,2,1,6,0.030358191426893714,8,3.0
reign,7,1,8,0.007163828537874339,15,3.9068905956085187
x,1,3,5,0.030416911332941866,6,2.584962500721156
mankind,0,1,1,0.007574867880211391,1,0.0
says,2,1,1,-0.007809747504403995,3,1.5849625007211563
inadvertently,1,1,1,-0.0001174398120963021,2,1.0
slumber,1,1,0,-0.007751027598355844,1,0.0
quinn,1,3,1,-0.0001174398120963021,2,1.0
matthew,3,2,1,-0.015502055196711688,4,2.0
fuses,0,1,1,0.007574867880211391,1,0.0
eke,1,1,0,-0.007751027598355844,1,0.0
meager,1,1,0,-0.007751027598355844,1,0.0
done,21,3,15,-0.04709336465061657,36,5.169925001442312
much,112,8,87,-0.0584850264239577,199,7.636624620543649
mcconaughey,3,1,0,-0.02313564298297123,3,1.5849625007211563
breathing,1,1,2,0.0075161479741632405,3,1.5849625007211563
fire,16,4,10,-0.046799765120375814,26,4.700439718141093
beast,0,2,1,0.007574867880211391,1,0.0
enormous,0,1,3,0.022842043452730474,3,1.5849625007211563
chief,0,2,3,0.022842043452730474,3,1.5849625007211563
rob,1,2,2,0.0075161479741632405,3,1.5849625007211563
christian,3,1,2,-0.007868467410452145,5,2.321928094887362
lab,2,2,0,-0.015443335290663537,2,1.0
releasing,1,2,1,-0.0001174398120963021,2,1.0
memories,3,1,6,0.022665883734586022,9,3.1699250014423126
mile,5,1,10,0.037815619495008806,15,3.9068905956085187
alice,0,3,3,0.022842043452730474,3,1.5849625007211563
jovovich,1,1,0,-0.007751027598355844,1,0.0
virus,1,5,0,-0.007751027598355844,1,0.0
force,1,4,7,0.04568408690546095,8,3.0
half,27,2,14,-0.10088079859072227,41,5.357552004618084
task,1,2,2,0.0075161479741632405,3,1.5849625007211563
released,4,1,0,-0.030827950675278923,4,2.0
rain,1,1,1,-0.0001174398120963021,2,1.0
couldn,3,1,7,0.030299471520845563,10,3.3219280948873626
gas,1,2,2,0.0075161479741632405,3,1.5849625007211563
largest,0,1,1,0.007574867880211391,1,0.0
returning,1,1,1,-0.0001174398120963021,2,1.0
contain,1,2,0,-0.007751027598355844,1,0.0
zombies,1,3,0,-0.007751027598355844,1,0.0
medical,1,2,2,0.0075161479741632405,3,1.5849625007211563
researchers,1,1,0,-0.007751027598355844,1,0.0
research,0,1,2,0.015208455666470933,2,1.0
nerve,1,2,6,0.03805049911920141,7,2.807354922057604
rodriguez,3,1,6,0.022665883734586022,9,3.1699250014423126
suffering,1,1,4,0.022783323546682326,5,2.321928094887362
shut,1,2,2,0.0075161479741632405,3,1.5849625007211563
hook,4,1,1,-0.023194362889019382,5,2.321928094887362
give,12,3,14,0.01450381679389312,26,4.700439718141093
magical,1,1,2,0.0075161479741632405,3,1.5849625007211563
mistakes,1,1,1,-0.0001174398120963021,2,1.0
telling,3,1,8,0.03793305930710511,11,3.4594316186372978
tales,4,1,1,-0.023194362889019382,5,2.321928094887362
magic,6,1,14,0.06065766294773928,20,4.321928094887363
safely,0,1,1,0.007574867880211391,1,0.0
capture,0,3,1,0.007574867880211391,1,0.0
imagination,9,1,8,-0.008220786846741046,17,4.08746284125034
disney,13,1,16,0.02207868467410451,29,4.857980995127573
pan,1,4,3,0.015149735760422781,4,2.0
peter,4,11,6,0.014973576042278329,10,3.3219280948873626
jane,1,3,2,0.0075161479741632405,3,1.5849625007211563
witnessed,1,1,0,-0.007751027598355844,1,0.0
devoted,1,1,0,-0.007751027598355844,1,0.0
startling,0,2,1,0.007574867880211391,1,0.0
surviving,2,1,0,-0.015443335290663537,2,1.0
sullivan,0,11,1,0.007574867880211391,1,0.0
boys,8,2,5,-0.023429242513211983,13,3.700439718141092
stars,11,3,9,-0.01597181444509689,20,4.321928094887363
sedate,0,1,1,0.007574867880211391,1,0.0
alike,0,1,2,0.015208455666470933,2,1.0
taking,4,1,10,0.0455079271873165,14,3.8073549220576037
angel,1,1,0,-0.007751027598355844,1,0.0
boss,1,5,0,-0.007751027598355844,1,0.0
co,4,2,3,-0.007927187316500297,7,2.807354922057604
era,7,2,10,0.02243100411039342,17,4.08746284125034
mob,1,2,0,-0.007751027598355844,1,0.0
figure,5,2,3,-0.01561949500880799,8,3.0
embark,0,1,1,0.007574867880211391,1,0.0
maguire,0,1,4,0.03047563123899002,4,2.0
hanks,2,2,3,0.0074574280681150885,5,2.321928094887362
depression,2,1,1,-0.007809747504403995,3,1.5849625007211563
roger,4,4,9,0.03787433940105696,13,3.700439718141092
hopelessly,1,1,0,-0.007751027598355844,1,0.0
teenager,0,1,1,0.007574867880211391,1,0.0
sharp,6,2,12,0.045390487375220195,18,4.169925001442312
adult,3,1,10,0.05320023487962419,13,3.700439718141092
paid,4,1,2,-0.015560775102759838,6,2.584962500721156
singles,0,1,2,0.015208455666470933,2,1.0
visit,2,2,2,-0.00017615971814445228,4,2.0
ego,0,1,1,0.007574867880211391,1,0.0
begs,2,1,0,-0.015443335290663537,2,1.0
nephew,0,1,1,0.007574867880211391,1,0.0
razor,0,1,1,0.007574867880211391,1,0.0
swanson,0,1,1,0.007574867880211391,1,0.0
issue,4,1,1,-0.023194362889019382,5,2.321928094887362
advertising,1,1,0,-0.007751027598355844,1,0.0
field,1,2,1,-0.0001174398120963021,2,1.0
pleasure,5,1,12,0.05308279506752789,17,4.08746284125034
players,1,2,3,0.015149735760422781,4,2.0
petrovich,1,2,0,-0.007751027598355844,1,0.0
metal,4,1,0,-0.030827950675278923,4,2.0
viewers,8,1,15,0.05290663534938343,23,4.523561956057013
yes,5,1,5,-0.00035231943628890455,10,3.3219280948873626
mere,6,1,1,-0.03857897827363477,7,2.807354922057604
oh,5,1,3,-0.01561949500880799,8,3.0
ball,3,1,3,-0.0002348796241926042,6,2.584962500721156
goal,2,1,1,-0.007809747504403995,3,1.5849625007211563
momentum,0,1,1,0.007574867880211391,1,0.0
audience,44,1,32,-0.09424544920728128,76,6.247927513443586
invention,3,1,0,-0.02313564298297123,3,1.5849625007211563
ropes,1,1,0,-0.007751027598355844,1,0.0
rollerball,8,2,1,-0.05396359365825015,9,3.1699250014423126
cause,6,2,3,-0.023311802701115682,9,3.1699250014423126
cannot,8,2,2,-0.04633000587199061,10,3.3219280948873626
desperate,3,1,1,-0.015502055196711688,4,2.0
admit,2,1,5,0.022724603640634174,7,2.807354922057604
believable,3,1,7,0.030299471520845563,10,3.3219280948873626
simone,3,2,4,0.00739870816206694,7,2.807354922057604
create,6,1,6,-0.00041103934233705647,12,3.5849625007211565
actress,3,3,4,0.00739870816206694,7,2.807354922057604
bear,1,1,0,-0.007751027598355844,1,0.0
totally,5,1,2,-0.02325308279506753,7,2.807354922057604
leaving,4,1,1,-0.023194362889019382,5,2.321928094887362
inc,2,2,1,-0.007809747504403995,3,1.5849625007211563
daphne,1,2,0,-0.007751027598355844,1,0.0
owned,0,1,2,0.015208455666470933,2,1.0
shaggy,2,2,2,-0.00017615971814445228,4,2.0
others,2,1,10,0.060892542571931885,12,3.5849625007211565
scooby,6,2,5,-0.008044627128596597,11,3.4594316186372978
mysteriously,0,2,1,0.007574867880211391,1,0.0
amusement,1,1,0,-0.007751027598355844,1,0.0
figuring,0,2,1,0.007574867880211391,1,0.0
receive,1,1,0,-0.007751027598355844,1,0.0
theme,3,1,5,0.015032295948326481,8,3.0
park,2,2,0,-0.015443335290663537,2,1.0
doo,2,1,3,0.0074574280681150885,5,2.321928094887362
spooky,1,2,3,0.015149735760422781,4,2.0
sober,1,1,0,-0.007751027598355844,1,0.0
affirmation,0,1,1,0.007574867880211391,1,0.0
brief,0,1,3,0.022842043452730474,3,1.5849625007211563
grey,1,1,0,-0.007751027598355844,1,0.0
quirky,8,1,9,0.0071051086318261875,17,4.08746284125034
heights,2,1,0,-0.015443335290663537,2,1.0
lee,1,4,6,0.03805049911920141,7,2.807354922057604
secretary,1,1,11,0.07621843805049912,12,3.5849625007211565
crush,10,1,8,-0.01591309453904874,18,4.169925001442312
relief,0,1,3,0.022842043452730474,3,1.5849625007211563
masochism,1,1,0,-0.007751027598355844,1,0.0
environment,1,2,1,-0.0001174398120963021,2,1.0
developing,1,1,0,-0.007751027598355844,1,0.0
nerdy,2,2,0,-0.015443335290663537,2,1.0
deepest,0,1,2,0.015208455666470933,2,1.0
served,5,1,4,-0.007985907222548445,9,3.1699250014423126
divorce,1,3,0,-0.007751027598355844,1,0.0
hurley,4,1,0,-0.030827950675278923,4,2.0
stunned,0,1,1,0.007574867880211391,1,0.0
elizabeth,3,1,1,-0.015502055196711688,4,2.0
sara,8,1,0,-0.061597181444509694,8,3.0
fortune,2,1,1,-0.007809747504403995,3,1.5849625007211563
lose,1,1,0,-0.007751027598355844,1,0.0
serving,9,1,1,-0.061655901350557846,10,3.3219280948873626
perry,5,2,0,-0.038520258367586616,5,2.321928094887362
camera,5,2,9,0.030182031708749266,14,3.8073549220576037
possesses,0,1,2,0.015208455666470933,2,1.0
refused,1,1,0,-0.007751027598355844,1,0.0
botched,2,1,0,-0.015443335290663537,2,1.0
friendly,4,1,2,-0.015560775102759838,6,2.584962500721156
automatic,0,1,1,0.007574867880211391,1,0.0
faced,2,2,3,0.0074574280681150885,5,2.321928094887362
stereotypical,2,1,1,-0.007809747504403995,3,1.5849625007211563
mounted,3,1,0,-0.02313564298297123,3,1.5849625007211563
exotic,0,1,1,0.007574867880211391,1,0.0
trend,1,1,1,-0.0001174398120963021,2,1.0
collapse,1,1,0,-0.007751027598355844,1,0.0
viewer,11,1,9,-0.01597181444509689,20,4.321928094887363
shares,1,3,1,-0.0001174398120963021,2,1.0
throughout,2,3,11,0.06852613035819143,13,3.700439718141092
mugging,2,1,0,-0.015443335290663537,2,1.0
cares,2,1,3,0.0074574280681150885,5,2.321928094887362
10,7,3,3,-0.031004110393423375,10,3.3219280948873626
calling,1,3,0,-0.007751027598355844,1,0.0
especially,6,2,19,0.098825601879037,25,4.643856189774724
renee,0,1,1,0.007574867880211391,1,0.0
whether,10,3,7,-0.023546682325308287,17,4.08746284125034
russo,0,1,1,0.007574867880211391,1,0.0
truth,6,1,11,0.037756899588960655,17,4.08746284125034
hundred,2,1,0,-0.015443335290663537,2,1.0
foot,3,1,0,-0.02313564298297123,3,1.5849625007211563
faith,2,1,2,-0.00017615971814445228,4,2.0
gibson,1,2,5,0.030416911332941866,6,2.584962500721156
circle,1,2,2,0.0075161479741632405,3,1.5849625007211563
circles,1,2,0,-0.007751027598355844,1,0.0
bucks,3,1,2,-0.007868467410452145,5,2.321928094887362
frenzy,1,1,0,-0.007751027598355844,1,0.0
farm,2,1,0,-0.015443335290663537,2,1.0
mogie,0,1,1,0.007574867880211391,1,0.0
ongoing,1,1,1,-0.0001174398120963021,2,1.0
inhabitants,1,1,0,-0.007751027598355844,1,0.0
norm,0,1,1,0.007574867880211391,1,0.0
largely,8,1,6,-0.015795654726952442,14,3.8073549220576037
native,0,2,4,0.03047563123899002,4,2.0
destruction,0,3,1,0.007574867880211391,1,0.0
millions,2,1,0,-0.015443335290663537,2,1.0
alcoholism,0,1,1,0.007574867880211391,1,0.0
reservation,0,1,2,0.015208455666470933,2,1.0
store,4,1,3,-0.007927187316500297,7,2.807354922057604
rudy,0,3,1,0.007574867880211391,1,0.0
cycle,1,1,0,-0.007751027598355844,1,0.0
despair,2,1,3,0.0074574280681150885,5,2.321928094887362
honors,1,1,1,-0.0001174398120963021,2,1.0
lying,1,1,2,0.0075161479741632405,3,1.5849625007211563
dude,2,1,1,-0.007809747504403995,3,1.5849625007211563
cheating,1,2,0,-0.007751027598355844,1,0.0
graduate,0,3,2,0.015208455666470933,2,1.0
jeff,0,1,1,0.007574867880211391,1,0.0
student,4,4,0,-0.030827950675278923,4,2.0
beings,0,1,3,0.022842043452730474,3,1.5849625007211563
response,2,1,1,-0.007809747504403995,3,1.5849625007211563
french,3,3,2,-0.007868467410452145,5,2.321928094887362
fail,3,1,0,-0.02313564298297123,3,1.5849625007211563
poor,6,1,2,-0.030945390487375223,8,3.0
exchange,1,1,1,-0.0001174398120963021,2,1.0
deliberately,1,1,1,-0.0001174398120963021,2,1.0
foreign,1,1,0,-0.007751027598355844,1,0.0
attractive,1,1,2,0.0075161479741632405,3,1.5849625007211563
head,11,1,13,0.014562536699941273,24,4.584962500721157
exactly,14,2,17,0.02201996476805637,31,4.954196310386876
stealing,11,1,0,-0.08467410452143277,11,3.4594316186372978
genevieve,1,5,0,-0.007751027598355844,1,0.0
type,7,1,2,-0.03863769817968292,9,3.1699250014423126
james,7,1,8,0.007163828537874339,15,3.9068905956085187
gooding,2,1,3,0.0074574280681150885,5,2.321928094887362
receives,0,1,1,0.007574867880211391,1,0.0
detailing,0,1,1,0.007574867880211391,1,0.0
dogs,7,5,2,-0.03863769817968292,9,3.1699250014423126
dentist,1,1,0,-0.007751027598355844,1,0.0
coburn,1,1,0,-0.007751027598355844,1,0.0
sled,0,2,1,0.007574867880211391,1,0.0
ted,1,5,0,-0.007751027598355844,1,0.0
rowdy,2,2,0,-0.015443335290663537,2,1.0
mountain,1,1,1,-0.0001174398120963021,2,1.0
pack,1,1,1,-0.0001174398120963021,2,1.0
chunk,0,1,2,0.015208455666470933,2,1.0
solaris,5,1,7,0.014914856136230177,12,3.5849625007211565
commander,0,1,1,0.007574867880211391,1,0.0
space,4,4,4,-0.00029359953024075264,8,3.0
orleans,0,1,1,0.007574867880211391,1,0.0
army,1,5,0,-0.007751027598355844,1,0.0
sonny,2,1,2,-0.00017615971814445228,4,2.0
promised,1,1,1,-0.0001174398120963021,2,1.0
buddy,5,2,3,-0.01561949500880799,8,3.0
1981,0,1,1,0.007574867880211391,1,0.0
frat,3,3,0,-0.02313564298297123,3,1.5849625007211563
grab,3,1,3,-0.0002348796241926042,6,2.584962500721156
ugly,12,1,4,-0.061832061068702295,16,4.0
catcher,1,1,0,-0.007751027598355844,1,0.0
guys,6,2,7,0.007222548443922484,13,3.700439718141092
dog,13,1,6,-0.054257193188490906,19,4.247927513443585
earn,3,1,2,-0.007868467410452145,5,2.321928094887362
mentality,2,1,0,-0.015443335290663537,2,1.0
stunning,1,2,4,0.022783323546682326,5,2.321928094887362
invite,1,1,1,-0.0001174398120963021,2,1.0
party,4,1,2,-0.015560775102759838,6,2.584962500721156
female,3,1,4,0.00739870816206694,7,2.807354922057604
right,30,1,41,0.08214914856136227,71,6.149747119504682
norman,1,2,0,-0.007751027598355844,1,0.0
bitten,1,1,0,-0.007751027598355844,1,0.0
failed,2,2,1,-0.007809747504403995,3,1.5849625007211563
personality,5,1,0,-0.038520258367586616,5,2.321928094887362
chemistry,8,1,7,-0.008162066940692901,15,3.9068905956085187
occurred,0,1,1,0.007574867880211391,1,0.0
approaching,2,1,0,-0.015443335290663537,2,1.0
handle,2,2,2,-0.00017615971814445228,4,2.0
experimental,1,1,1,-0.0001174398120963021,2,1.0
scale,2,2,1,-0.007809747504403995,3,1.5849625007211563
radioactive,0,1,1,0.007574867880211391,1,0.0
green,13,3,3,-0.07715795654726954,16,4.0
mary,2,1,0,-0.015443335290663537,2,1.0
spider,3,4,13,0.07610099823840281,16,4.0
edge,3,1,9,0.04556664709336465,12,3.5849625007211565
giggles,0,1,1,0.007574867880211391,1,0.0
juni,0,1,2,0.015208455666470933,2,1.0
carmen,0,1,2,0.015208455666470933,2,1.0
romero,1,1,0,-0.007751027598355844,1,0.0
gary,2,1,0,-0.015443335290663537,2,1.0
buscemi,0,1,1,0.007574867880211391,1,0.0
cortez,0,1,1,0.007574867880211391,1,0.0
closely,1,1,1,-0.0001174398120963021,2,1.0
simply,16,1,15,-0.00863182618907811,31,4.954196310386876
ed,2,1,0,-0.015443335290663537,2,1.0
pretty,31,1,19,-0.09348209042865532,50,5.643856189774724
closer,3,1,4,0.00739870816206694,7,2.807354922057604
standing,1,3,3,0.015149735760422781,4,2.0
astounding,1,1,1,-0.0001174398120963021,2,1.0
unabashed,0,1,2,0.015208455666470933,2,1.0
smarter,1,1,8,0.053317674691720496,9,3.1699250014423126
prefabricated,1,1,0,-0.007751027598355844,1,0.0
engrossing,0,1,8,0.06100998238402819,8,3.0
inherent,1,1,4,0.022783323546682326,5,2.321928094887362
simultaneously,2,1,1,-0.007809747504403995,3,1.5849625007211563
tightly,0,1,3,0.022842043452730474,3,1.5849625007211563
strip,0,1,1,0.007574867880211391,1,0.0
filmmakers,20,1,14,-0.04703464474456842,34,5.08746284125034
daily,0,2,3,0.022842043452730474,3,1.5849625007211563
machinations,0,1,1,0.007574867880211391,1,0.0
shame,4,1,2,-0.015560775102759838,6,2.584962500721156
dreck,3,1,0,-0.02313564298297123,3,1.5849625007211563
subjects,1,2,1,-0.0001174398120963021,2,1.0
devastating,1,1,1,-0.0001174398120963021,2,1.0
reminds,0,1,3,0.022842043452730474,3,1.5849625007211563
